Ballot,ID,Year,Region,Gender,Race,Education,Marital,Religion,Happy,Income,PolParty,Politics,OwnGun,GunLaw,SpendMilitary,SpendEduc,SpendEnv,SpendSci,SpendSpace,SpendDrug,Pres12,Postlife
Ballot b,1777,2018,E. nor. central,Male,White,High school,Widowed,Protestant,Pretty happy,$25000 or more,Not str republican,Conservative,Not applicable,Not applicable,About right,Too much,Too much,About right,Too little,Too little,Romney,Yes
Ballot c,1778,2018,E. nor. central,Female,White,High school,Married,Protestant,Pretty happy,$25000 or more,Other party,Conservative,No,Favor,Don't know,Too little,Too little,Too little,Don't know,Too little,Not applicable,Yes
Ballot c,1779,2018,E. nor. central,Male,White,Graduate,Never married,Protestant,Very happy,$25000 or more,"Ind,near dem",Slghtly conservative,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot b,1780,2018,E. nor. central,Female,White,High school,Never married,None,Not too happy,$25000 or more,"Ind,near rep",Conservative,Not applicable,Not applicable,Too little,Too little,Too little,About right,About right,Too little,Not applicable,No
Ballot c,1781,2018,W. nor. central,Male,White,Bachelor,Married,Protestant,Very happy,$25000 or more,Strong republican,Conservative,No,Favor,Too little,Too much,About right,Don't know,Too much,About right,Romney,Yes
Ballot c,1782,2018,W. nor. central,Female,White,High school,Never married,Protestant,Not too happy,$25000 or more,Strong republican,Slghtly conservative,No,Favor,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Not applicable,Yes
Ballot b,1783,2018,W. nor. central,Female,White,High school,Never married,None,Very happy,$25000 or more,"Ind,near dem",Moderate,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,Yes
Ballot b,1784,2018,W. nor. central,Female,White,Junior college,Widowed,Protestant,Pretty happy,$20000 - 24999,Not str republican,Extrmly conservative,Not applicable,Not applicable,Too little,About right,About right,About right,About right,Too little,Romney,Yes
Ballot a,1785,2018,W. nor. central,Female,White,Bachelor,Married,Protestant,Pretty happy,$25000 or more,Independent,Moderate,Yes,Favor,About right,Too little,Don't know,Too little,Don't know,Too little,Obama,Yes
Ballot c,1786,2018,W. nor. central,Female,White,Junior college,Married,Protestant,Very happy,$25000 or more,Not str republican,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,Yes
Ballot a,1787,2018,W. nor. central,Female,White,Bachelor,Married,Catholic,Very happy,$25000 or more,"Ind,near rep",Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,Yes
Ballot a,1788,2018,W. nor. central,Female,White,Bachelor,Married,Protestant,Pretty happy,$25000 or more,Not str republican,Slghtly conservative,Yes,Favor,About right,Too little,Too little,About right,About right,Too little,No answer,Yes
Ballot a,1789,2018,W. nor. central,Male,White,Bachelor,Divorced,Protestant,Pretty happy,$25000 or more,Strong republican,Extrmly conservative,Yes,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,Yes
Ballot a,1790,2018,W. nor. central,Female,White,Bachelor,Married,Protestant,Very happy,$25000 or more,Strong republican,Extrmly conservative,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Romney,Yes
Ballot c,1791,2018,W. nor. central,Female,White,Graduate,Married,Protestant,Pretty happy,$25000 or more,"Ind,near dem",Slightly liberal,Yes,Favor,About right,Too little,Too little,About right,Too little,About right,Romney,Yes
Ballot b,1792,2018,W. nor. central,Female,White,High school,Divorced,Protestant,Very happy,$25000 or more,Not str republican,Moderate,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Romney,Yes
Ballot c,1793,2018,W. nor. central,Male,White,High school,Married,Protestant,Pretty happy,$25000 or more,Strong democrat,Moderate,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot b,1794,2018,W. nor. central,Male,White,High school,Never married,Jewish,Very happy,$25000 or more,Independent,Slghtly conservative,Not applicable,Not applicable,Too much,Too little,Too little,About right,Too much,Too much,Not applicable,Yes
Ballot a,1795,2018,W. nor. central,Female,White,High school,Never married,Protestant,Pretty happy,$8000 to 9999,Not str republican,Slightly liberal,No,Favor,Too little,Too little,Don't know,Don't know,Don't know,Don't know,Not applicable,Yes
Ballot c,1796,2018,W. nor. central,Male,White,Bachelor,Married,Protestant,Very happy,$25000 or more,Strong republican,Conservative,Yes,Oppose,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Romney,Yes
Ballot b,1797,2018,W. nor. central,Female,White,Junior college,Never married,Protestant,Pretty happy,$25000 or more,Strong democrat,Liberal,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Don't know
Ballot a,1798,2018,W. nor. central,Female,White,Bachelor,Widowed,Protestant,Pretty happy,Refused,Strong republican,Moderate,No,Oppose,About right,About right,About right,About right,Too much,Don't know,No answer,Yes
Ballot c,1799,2018,W. nor. central,Female,White,Bachelor,Married,Protestant,Very happy,$25000 or more,Independent,Moderate,No,Favor,About right,Too little,Too little,About right,Too much,Too little,Obama,Yes
Ballot a,1800,2018,W. nor. central,Male,Black,High school,Never married,Protestant,Very happy,$25000 or more,Independent,Moderate,No,Favor,Too little,Too little,Too little,About right,About right,Too much,Not applicable,Yes
Ballot c,1801,2018,W. nor. central,Female,White,Junior college,Divorced,Protestant,Very happy,$25000 or more,Not str democrat,Liberal,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot b,1802,2018,W. nor. central,Female,White,High school,Married,Catholic,Pretty happy,$25000 or more,Not str republican,Conservative,Not applicable,Not applicable,Too little,Too little,About right,About right,About right,About right,Romney,Yes
Ballot a,1803,2018,W. nor. central,Male,White,Bachelor,Married,Protestant,Pretty happy,$25000 or more,"Ind,near rep",Slghtly conservative,Yes,Oppose,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Obama,Yes
Ballot b,1804,2018,W. nor. central,Female,White,Bachelor,Married,Catholic,Pretty happy,$25000 or more,Strong republican,Conservative,Not applicable,Not applicable,Too little,Too little,About right,About right,About right,Too little,Obama,Yes
Ballot c,1805,2018,W. nor. central,Male,Black,Bachelor,Married,Protestant,Very happy,$25000 or more,"Ind,near dem",Moderate,Yes,Favor,About right,Too little,Too little,Too little,Too little,Too little,Obama,Yes
Ballot b,1806,2018,W. nor. central,Female,White,Graduate,Married,Protestant,Very happy,$25000 or more,"Ind,near rep",Slghtly conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,Yes
Ballot c,1807,2018,W. nor. central,Female,White,Bachelor,Married,Catholic,Very happy,$25000 or more,Not str democrat,Slightly liberal,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot a,1808,2018,W. nor. central,Female,White,High school,Never married,None,Pretty happy,$20000 - 24999,Other party,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Don't know
Ballot c,1809,2018,W. nor. central,Female,White,Bachelor,Married,Catholic,Pretty happy,$25000 or more,Not str republican,Moderate,Yes,Oppose,About right,Too little,Too little,Too little,Too much,Too little,Obama,Yes
Ballot a,1810,2018,W. nor. central,Male,White,Graduate,Married,None,Very happy,$25000 or more,Not str republican,Moderate,No,Oppose,About right,Too little,Too little,Too little,Too little,About right,Obama,Yes
Ballot a,1811,2018,W. nor. central,Male,White,Lt high school,Married,Catholic,Very happy,$25000 or more,"Ind,near dem",Moderate,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot c,1812,2018,W. nor. central,Female,White,Bachelor,Married,Protestant,Very happy,$25000 or more,"Ind,near dem",Moderate,Yes,Favor,Too much,Too little,Too little,Too little,Too little,Too little,Obama,Yes
Ballot a,1813,2018,W. nor. central,Male,White,Bachelor,Widowed,Protestant,Very happy,$25000 or more,Independent,Moderate,Yes,Don't know,Too much,Too little,Too little,Too little,About right,Too little,Not applicable,Yes
Ballot b,1814,2018,W. nor. central,Female,Other,Bachelor,Divorced,Protestant,Pretty happy,$25000 or more,"Ind,near rep",Slghtly conservative,Not applicable,Not applicable,Too much,Too little,Too little,Too little,Too little,About right,Don't know,Yes
Ballot c,1815,2018,W. nor. central,Male,White,High school,Separated,Catholic,Pretty happy,$8000 to 9999,"Ind,near dem",Moderate,No,Favor,About right,About right,Too little,About right,Too much,Too little,Not applicable,Yes
Ballot a,1816,2018,W. nor. central,Male,White,High school,Widowed,Catholic,Pretty happy,$25000 or more,Strong republican,Conservative,No,Oppose,Too little,Too little,Too little,About right,Too much,Too little,Romney,Yes
Ballot c,1817,2018,W. nor. central,Male,White,High school,Divorced,Protestant,Pretty happy,$25000 or more,Strong democrat,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Romney,Yes
Ballot b,1818,2018,W. nor. central,Male,White,High school,Divorced,None,Pretty happy,$25000 or more,"Ind,near dem",Slightly liberal,Not applicable,Not applicable,Too much,Too little,About right,Too much,Too much,Too little,Don't know,No
Ballot a,1819,2018,W. nor. central,Male,White,High school,Divorced,None,Not too happy,$15000 - 19999,Strong democrat,Liberal,No,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,No
Ballot c,1820,2018,W. nor. central,Male,Black,High school,Never married,Jewish,Very happy,$10000 - 14999,Strong democrat,Slightly liberal,No,Favor,Too much,Too little,Too little,Too little,About right,About right,Not applicable,Yes
Ballot b,1821,2018,W. nor. central,Male,White,Junior college,Married,No answer,Pretty happy,$15000 - 19999,"Ind,near rep",Extrmly conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,No answer,Yes
Ballot a,1822,2018,W. nor. central,Male,White,Bachelor,Divorced,Protestant,Very happy,$25000 or more,Strong republican,Extrmly conservative,Yes,Oppose,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Romney,Yes
Ballot a,1823,2018,W. nor. central,Male,White,Junior college,Married,Protestant,Pretty happy,$20000 - 24999,Strong republican,Slghtly conservative,Yes,Oppose,Too little,Too much,Too much,About right,About right,About right,Romney,Don't know
Ballot b,1824,2018,W. nor. central,Male,White,High school,Married,Protestant,Pretty happy,Refused,No answer,Moderate,Not applicable,Not applicable,About right,Too little,Too little,Too much,Too much,About right,Not applicable,Yes
Ballot a,1825,2018,W. nor. central,Female,White,High school,Married,Protestant,Very happy,$25000 or more,"Ind,near rep",Conservative,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,No answer,Yes
Ballot c,1826,2018,W. nor. central,Female,White,High school,Married,Protestant,Very happy,Refused,Independent,Moderate,Yes,Oppose,Too little,Too little,Too little,Too little,About right,Too little,Not applicable,Don't know
Ballot b,1827,2018,W. nor. central,Female,White,Graduate,Married,Protestant,Pretty happy,$25000 or more,"Ind,near rep",Slghtly conservative,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,Obama,Yes
Ballot a,1828,2018,W. nor. central,Female,White,Lt high school,Married,Protestant,Pretty happy,$25000 or more,"Ind,near rep",Slghtly conservative,Refused,Oppose,Too little,Too little,About right,About right,Don't know,About right,Romney,Yes
Ballot c,1829,2018,W. nor. central,Female,White,Bachelor,Divorced,Protestant,Pretty happy,$25000 or more,Strong republican,Conservative,Yes,Oppose,Not applicable,Not applicable,Not applicable,Too much,Not applicable,Not applicable,Romney,Yes
Ballot b,1830,2018,W. nor. central,Male,White,High school,Never married,None,Pretty happy,$25000 or more,Not str democrat,Moderate,Not applicable,Not applicable,About right,Too little,Too little,Too little,Too little,About right,Not applicable,Don't know
Ballot a,1831,2018,W. nor. central,Female,White,High school,Married,Protestant,Pretty happy,$25000 or more,Strong republican,Conservative,Refused,Oppose,Not applicable,Not applicable,Not applicable,Don't know,Not applicable,Not applicable,Romney,Yes
Ballot a,1832,2018,W. sou. central,Female,Black,Bachelor,Never married,Catholic,Pretty happy,$25000 or more,Strong democrat,Moderate,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Obama,Yes
Ballot c,1833,2018,W. sou. central,Female,Black,High school,Never married,None,Pretty happy,$15000 - 19999,Independent,Don't know,No,Oppose,Don't know,About right,About right,Don't know,Don't know,Too little,Not applicable,Yes
Ballot c,1834,2018,W. sou. central,Male,Black,Lt high school,Never married,Protestant,Not too happy,$10000 - 14999,Strong democrat,Conservative,Yes,Favor,Not applicable,Not applicable,Not applicable,Too little,Not applicable,Not applicable,No answer,No
Ballot a,1835,2018,W. sou. central,Male,Black,Lt high school,Never married,Catholic,Pretty happy,$20000 - 24999,Independent,Don't know,No,Favor,Not applicable,Not applicable,Not applicable,About right,Not applicable,Not applicable,Not applicable,Yes
